1 at: 4.98  st: 4.98  vt: 2.96  dt: 7.93
13079 at: 564.53  st: 621.65  vt: 3.91  dt: 625.56
13082 at: 567.48  st: 624.61  vt: 1.50  dt: 626.11
13080 at: 565.24  st: 623.54  vt: 3.51  dt: 627.05
13075 at: 558.68  st: 618.53  vt: 9.65  dt: 628.18
13086 at: 571.69  st: 628.18  vt: 0.26  dt: 628.44
13077 at: 562.59  st: 621.19  vt: 8.26  dt: 629.45
13083 at: 569.21  st: 625.56  vt: 4.37  dt: 629.93
13089 at: 580.28  st: 629.93  vt: 1.97  dt: 631.89
13085 at: 571.53  st: 627.05  vt: 5.14  dt: 632.19
13088 at: 578.30  st: 629.45  vt: 3.16  dt: 632.61
13084 at: 570.26  st: 626.11  vt: 7.56  dt: 633.67
13081 at: 567.35  st: 623.61  vt: 13.56  dt: 637.16
13087 at: 577.84  st: 628.44  vt: 9.32  dt: 637.76
13095 at: 584.90  st: 637.76  vt: 3.85  dt: 641.61
13091 at: 581.99  st: 632.19  vt: 14.09  dt: 646.28
13097 at: 590.24  st: 646.28  vt: 1.85  dt: 648.13
13090 at: 581.26  st: 631.89  vt: 16.79  dt: 648.69
13098 at: 592.03  st: 648.13  vt: 1.56  dt: 649.70
13100 at: 593.94  st: 649.70  vt: 0.13  dt: 649.83
13093 at: 582.59  st: 633.67  vt: 21.38  dt: 655.04
13092 at: 582.06  st: 632.61  vt: 23.48  dt: 656.09
13094 at: 583.43  st: 637.16  vt: 22.70  dt: 659.87
13101 at: 594.38  st: 649.83  vt: 10.19  dt: 660.02
13099 at: 592.13  st: 648.69  vt: 12.38  dt: 661.07
13102 at: 595.23  st: 655.04  vt: 9.14  dt: 664.18
13104 at: 597.80  st: 659.87  vt: 5.63  dt: 665.50
13105 at: 598.26  st: 660.02  vt: 6.09  dt: 666.11
13096 at: 589.57  st: 641.61  vt: 25.04  dt: 666.65
13107 at: 599.32  st: 664.18  vt: 9.69  dt: 673.88
13103 at: 595.86  st: 656.09  vt: 18.02  dt: 674.11
13112 at: 612.20  st: 674.11  vt: 5.80  dt: 679.91
13106 at: 598.78  st: 661.07  vt: 21.34  dt: 682.41
13111 at: 607.71  st: 673.88  vt: 8.90  dt: 682.78
13108 at: 600.37  st: 665.50  vt: 19.32  dt: 684.82
13115 at: 615.64  st: 682.78  vt: 2.30  dt: 685.07
13114 at: 614.78  st: 682.41  vt: 2.88  dt: 685.28
13117 at: 616.10  st: 685.07  vt: 2.10  dt: 687.18
13118 at: 618.65  st: 685.28  vt: 2.53  dt: 687.81
13116 at: 615.84  st: 684.82  vt: 4.61  dt: 689.43
13120 at: 624.13  st: 687.81  vt: 3.32  dt: 691.14
13122 at: 628.42  st: 691.14  vt: 1.07  dt: 692.20
13123 at: 629.56  st: 692.20  vt: 0.41  dt: 692.62
13110 at: 604.96  st: 666.65  vt: 26.25  dt: 692.91
13109 at: 603.79  st: 666.11  vt: 28.26  dt: 694.37
13113 at: 612.70  st: 679.91  vt: 18.15  dt: 698.06
13127 at: 634.63  st: 698.06  vt: 0.41  dt: 698.47
13125 at: 630.73  st: 692.91  vt: 7.89  dt: 700.80
13119 at: 620.84  st: 687.18  vt: 16.34  dt: 703.51
13124 at: 629.84  st: 692.62  vt: 16.91  dt: 709.52
13130 at: 637.41  st: 703.51  vt: 7.35  dt: 710.86
13128 at: 635.76  st: 698.47  vt: 12.43  dt: 710.90
13133 at: 652.07  st: 710.90  vt: 0.65  dt: 711.55
13126 at: 631.07  st: 694.37  vt: 17.76  dt: 712.13
13121 at: 626.81  st: 689.43  vt: 23.61  dt: 713.04
13134 at: 652.25  st: 711.55  vt: 1.56  dt: 713.11
13135 at: 653.52  st: 712.13  vt: 2.64  dt: 714.77
13136 at: 655.01  st: 713.04  vt: 1.79  dt: 714.83
13138 at: 657.49  st: 714.77  vt: 3.05  dt: 717.82
13137 at: 655.21  st: 713.11  vt: 7.49  dt: 720.60
13140 at: 660.24  st: 717.82  vt: 2.87  dt: 720.69
13131 at: 640.96  st: 709.52  vt: 12.47  dt: 722.00
13129 at: 637.13  st: 700.80  vt: 21.74  dt: 722.53
13141 at: 660.96  st: 720.60  vt: 7.55  dt: 728.15
13143 at: 665.16  st: 722.00  vt: 7.84  dt: 729.83
13139 at: 658.96  st: 714.83  vt: 15.04  dt: 729.86
13146 at: 667.83  st: 729.83  vt: 1.78  dt: 731.62
13142 at: 661.78  st: 720.69  vt: 11.56  dt: 732.25
13145 at: 667.52  st: 728.15  vt: 4.34  dt: 732.48
13132 at: 643.49  st: 710.86  vt: 24.16  dt: 735.02
13144 at: 666.77  st: 722.53  vt: 13.99  dt: 736.52
13148 at: 673.22  st: 731.62  vt: 5.12  dt: 736.73
13152 at: 674.49  st: 736.52  vt: 0.91  dt: 737.43
13153 at: 674.56  st: 736.73  vt: 1.71  dt: 738.44
13151 at: 673.66  st: 735.02  vt: 3.82  dt: 738.85
13156 at: 676.70  st: 738.85  vt: 0.14  dt: 738.99
13157 at: 677.84  st: 738.99  vt: 0.43  dt: 739.41
13158 at: 678.98  st: 739.41  vt: 0.58  dt: 739.99
13150 at: 673.59  st: 732.48  vt: 9.30  dt: 741.78
13149 at: 673.29  st: 732.25  vt: 10.21  dt: 742.46
13155 at: 676.33  st: 738.44  vt: 4.64  dt: 743.08
13159 at: 679.95  st: 739.99  vt: 5.79  dt: 745.78
13161 at: 680.67  st: 742.46  vt: 7.92  dt: 750.38
13160 at: 680.31  st: 741.78  vt: 9.34  dt: 751.12
13162 at: 683.36  st: 743.08  vt: 10.57  dt: 753.66
13166 at: 690.99  st: 753.66  vt: 0.47  dt: 754.13
13164 at: 686.73  st: 750.38  vt: 3.90  dt: 754.28
13168 at: 694.00  st: 754.28  vt: 2.13  dt: 756.41
13163 at: 685.71  st: 745.78  vt: 10.88  dt: 756.66
13147 at: 669.25  st: 729.86  vt: 26.96  dt: 756.83
13167 at: 692.85  st: 754.13  vt: 3.70  dt: 757.82
13171 at: 697.67  st: 756.83  vt: 1.61  dt: 758.44
13154 at: 675.41  st: 737.43  vt: 23.74  dt: 761.18
13165 at: 687.81  st: 751.12  vt: 10.11  dt: 761.24
13169 at: 695.60  st: 756.41  vt: 12.14  dt: 768.56
13174 at: 702.39  st: 761.18  vt: 9.06  dt: 770.23
13172 at: 697.99  st: 757.82  vt: 15.11  dt: 772.94
13178 at: 710.31  st: 772.94  vt: 0.17  dt: 773.11
13176 at: 708.70  st: 768.56  vt: 5.91  dt: 774.47
13180 at: 713.95  st: 774.47  vt: 1.36  dt: 775.83
13173 at: 698.40  st: 758.44  vt: 18.90  dt: 777.34
13179 at: 712.28  st: 773.11  vt: 4.76  dt: 777.87
13177 at: 709.40  st: 770.23  vt: 9.18  dt: 779.41
13184 at: 722.94  st: 779.41  vt: 0.19  dt: 779.60
13170 at: 697.07  st: 756.66  vt: 23.09  dt: 779.75
13185 at: 724.49  st: 779.60  vt: 1.06  dt: 780.67
13187 at: 725.80  st: 780.67  vt: 0.54  dt: 781.21
13188 at: 725.85  st: 781.21  vt: 2.32  dt: 783.53
13175 at: 706.85  st: 761.24  vt: 26.72  dt: 787.96
13181 at: 718.56  st: 775.83  vt: 13.58  dt: 789.41
13182 at: 721.24  st: 777.34  vt: 17.34  dt: 794.68
13186 at: 725.28  st: 779.75  vt: 15.52  dt: 795.27
13183 at: 722.66  st: 777.87  vt: 58.28  dt: 836.15
13189 at: 1.08  st: 1.08  vt: 0.63  dt: 1.71
13195 at: 6.61  st: 6.61  vt: 1.28  dt: 7.89
13192 at: 5.49  st: 5.49  vt: 4.04  dt: 9.53
13191 at: 5.40  st: 5.40  vt: 4.92  dt: 10.32
13197 at: 10.39  st: 10.39  vt: 2.07  dt: 12.46
13193 at: 5.93  st: 5.93  vt: 9.20  dt: 15.13
13200 at: 13.57  st: 15.13  vt: 1.92  dt: 17.05
13199 at: 12.66  st: 12.66  vt: 7.84  dt: 20.50
13198 at: 11.67  st: 11.67  vt: 10.39  dt: 22.06
13196 at: 7.21  st: 7.89  vt: 15.11  dt: 23.00
13204 at: 19.09  st: 23.00  vt: 0.08  dt: 23.08
13205 at: 19.69  st: 23.08  vt: 1.13  dt: 24.21
13194 at: 6.55  st: 6.55  vt: 22.24  dt: 28.80
13207 at: 21.82  st: 28.80  vt: 1.23  dt: 30.03
13206 at: 21.63  st: 24.21  vt: 13.79  dt: 38.00
13201 at: 16.25  st: 17.05  vt: 21.43  dt: 38.48
13202 at: 16.72  st: 20.50  vt: 18.50  dt: 39.00
13209 at: 24.75  st: 38.00  vt: 4.58  dt: 42.58
13212 at: 29.47  st: 42.58  vt: 4.33  dt: 46.91
13210 at: 25.41  st: 38.48  vt: 12.14  dt: 50.62
13211 at: 29.47  st: 39.00  vt: 11.89  dt: 50.89
13213 at: 30.50  st: 46.91  vt: 4.42  dt: 51.32
13215 at: 31.00  st: 50.89  vt: 1.98  dt: 52.87
13203 at: 18.56  st: 22.06  vt: 32.98  dt: 55.04
13218 at: 34.20  st: 55.04  vt: 1.20  dt: 56.24
13216 at: 31.22  st: 51.32  vt: 6.79  dt: 58.12
13190 at: 2.26  st: 2.26  vt: 56.87  dt: 59.13
13208 at: 22.03  st: 30.03  vt: 30.40  dt: 60.42
13220 at: 37.35  st: 58.12  vt: 2.64  dt: 60.75
13214 at: 30.62  st: 50.62  vt: 11.34  dt: 61.96
13223 at: 41.17  st: 60.75  vt: 3.91  dt: 64.66
13225 at: 47.16  st: 64.66  vt: 0.32  dt: 64.98
13219 at: 34.52  st: 56.24  vt: 11.13  dt: 67.37
13227 at: 48.09  st: 67.37  vt: 0.12  dt: 67.49
13228 at: 49.07  st: 67.49  vt: 2.48  dt: 69.97
13221 at: 39.26  st: 59.13  vt: 11.09  dt: 70.23
13226 at: 47.26  st: 64.98  vt: 10.16  dt: 75.14
13230 at: 50.73  st: 70.23  vt: 5.89  dt: 76.12
13222 at: 39.62  st: 60.42  vt: 17.03  dt: 77.45
13233 at: 56.23  st: 77.45  vt: 1.42  dt: 78.87
13224 at: 47.00  st: 61.96  vt: 18.64  dt: 80.60
13217 at: 31.73  st: 52.87  vt: 29.26  dt: 82.13
13234 at: 56.70  st: 78.87  vt: 4.56  dt: 83.44
13237 at: 65.27  st: 83.44  vt: 5.65  dt: 89.09
13238 at: 69.01  st: 89.09  vt: 0.62  dt: 89.71
13235 at: 60.74  st: 80.60  vt: 10.55  dt: 91.15
13232 at: 54.77  st: 76.12  vt: 17.29  dt: 93.41
13231 at: 51.03  st: 75.14  vt: 22.99  dt: 98.13
13229 at: 50.65  st: 69.97  vt: 35.06  dt: 105.03
13236 at: 60.81  st: 82.13  vt: 23.83  dt: 105.97
13240 at: 72.64  st: 91.15  vt: 17.84  dt: 108.98
13241 at: 76.65  st: 93.41  vt: 16.55  dt: 109.96
13244 at: 89.24  st: 105.97  vt: 5.86  dt: 111.82
13243 at: 88.16  st: 105.03  vt: 7.06  dt: 112.08
13239 at: 70.96  st: 89.71  vt: 23.91  dt: 113.62
13245 at: 91.69  st: 108.98  vt: 17.41  dt: 126.40
13246 at: 94.83  st: 109.96  vt: 16.68  dt: 126.64
13251 at: 102.32  st: 126.64  vt: 0.66  dt: 127.30
13252 at: 105.64  st: 127.30  vt: 1.13  dt: 128.43
13253 at: 105.86  st: 128.43  vt: 1.67  dt: 130.11
13249 at: 98.22  st: 113.62  vt: 17.03  dt: 130.65
13242 at: 86.66  st: 98.13  vt: 34.46  dt: 132.59
13255 at: 107.35  st: 130.65  vt: 2.44  dt: 133.09
13248 at: 98.00  st: 112.08  vt: 21.27  dt: 133.35
13257 at: 113.31  st: 133.09  vt: 1.76  dt: 134.85
13259 at: 118.28  st: 134.85  vt: 2.24  dt: 137.09
13250 at: 100.53  st: 126.40  vt: 11.03  dt: 137.43
13254 at: 107.33  st: 130.11  vt: 9.42  dt: 139.53
13261 at: 119.83  st: 137.43  vt: 5.56  dt: 142.99
13260 at: 119.19  st: 137.09  vt: 7.57  dt: 144.66
13263 at: 122.48  st: 142.99  vt: 2.28  dt: 145.27
13247 at: 96.74  st: 111.82  vt: 34.58  dt: 146.41
13258 at: 114.32  st: 133.35  vt: 13.87  dt: 147.22
13256 at: 110.58  st: 132.59  vt: 20.42  dt: 153.01
13267 at: 127.16  st: 147.22  vt: 10.44  dt: 157.66
13268 at: 129.30  st: 153.01  vt: 6.32  dt: 159.33
13269 at: 130.36  st: 157.66  vt: 3.16  dt: 160.82
13270 at: 131.01  st: 159.33  vt: 2.97  dt: 162.30
13272 at: 133.09  st: 162.30  vt: 3.00  dt: 165.30
13262 at: 122.15  st: 139.53  vt: 28.16  dt: 167.69
13264 at: 125.41  st: 144.66  vt: 24.38  dt: 169.04
13274 at: 136.97  st: 167.69  vt: 2.36  dt: 170.05
13265 at: 125.81  st: 145.27  vt: 24.80  dt: 170.07
13271 at: 132.55  st: 160.82  vt: 10.71  dt: 171.53
13266 at: 126.58  st: 146.41  vt: 26.99  dt: 173.40
13276 at: 144.53  st: 170.05  vt: 4.61  dt: 174.65
13278 at: 147.86  st: 171.53  vt: 6.59  dt: 178.12
13275 at: 142.17  st: 169.04  vt: 18.64  dt: 187.68
13279 at: 148.63  st: 173.40  vt: 15.50  dt: 188.90
13283 at: 151.12  st: 188.90  vt: 3.13  dt: 192.02
13282 at: 150.56  st: 187.68  vt: 4.37  dt: 192.04
13281 at: 150.05  st: 178.12  vt: 13.99  dt: 192.11
13277 at: 144.92  st: 170.07  vt: 23.11  dt: 193.17
13287 at: 157.19  st: 193.17  vt: 5.59  dt: 198.76
13280 at: 149.84  st: 174.65  vt: 28.39  dt: 203.04
13284 at: 154.55  st: 192.02  vt: 13.59  dt: 205.61
13290 at: 160.22  st: 205.61  vt: 2.09  dt: 207.70
13273 at: 136.93  st: 165.30  vt: 42.91  dt: 208.21
13292 at: 167.10  st: 208.21  vt: 0.38  dt: 208.59
13285 at: 155.29  st: 192.04  vt: 17.43  dt: 209.47
13288 at: 158.80  st: 198.76  vt: 15.45  dt: 214.21
13286 at: 155.99  st: 192.11  vt: 23.81  dt: 215.92
13295 at: 172.04  st: 214.21  vt: 3.55  dt: 217.76
13289 at: 159.92  st: 203.04  vt: 18.20  dt: 221.24
13294 at: 171.41  st: 209.47  vt: 11.84  dt: 221.32
13296 at: 172.20  st: 215.92  vt: 6.51  dt: 222.42
13299 at: 174.67  st: 221.32  vt: 2.60  dt: 223.92
13293 at: 169.52  st: 208.59  vt: 16.44  dt: 225.03
13302 at: 182.00  st: 225.03  vt: 2.77  dt: 227.80
13300 at: 175.64  st: 222.42  vt: 9.77  dt: 232.20
13298 at: 174.62  st: 221.24  vt: 11.74  dt: 232.98
13304 at: 186.54  st: 232.20  vt: 2.85  dt: 235.05
13297 at: 173.74  st: 217.76  vt: 18.28  dt: 236.04
13301 at: 181.69  st: 223.92  vt: 12.45  dt: 236.37
13308 at: 192.65  st: 236.37  vt: 2.86  dt: 239.23
13303 at: 184.69  st: 227.80  vt: 12.47  dt: 240.27
13305 at: 187.75  st: 232.98  vt: 11.63  dt: 244.61
13309 at: 195.91  st: 239.23  vt: 5.99  dt: 245.22
13312 at: 205.69  st: 245.22  vt: 0.84  dt: 246.06
13307 at: 192.63  st: 236.04  vt: 13.21  dt: 249.25
13306 at: 191.71  st: 235.05  vt: 14.52  dt: 249.57
13313 at: 206.51  st: 246.06  vt: 7.65  dt: 253.71
13316 at: 210.35  st: 253.71  vt: 0.12  dt: 253.82
13314 at: 208.27  st: 249.25  vt: 6.95  dt: 256.20
13310 at: 199.17  st: 240.27  vt: 18.51  dt: 258.78
13291 at: 165.87  st: 207.70  vt: 52.69  dt: 260.39
13311 at: 203.56  st: 244.61  vt: 20.32  dt: 264.93
13321 at: 218.98  st: 264.93  vt: 0.98  dt: 265.91
13320 at: 217.85  st: 260.39  vt: 6.34  dt: 266.73
13319 at: 217.68  st: 258.78  vt: 9.55  dt: 268.33
13323 at: 220.89  st: 266.73  vt: 3.31  dt: 270.05
13315 at: 208.79  st: 249.57  vt: 22.06  dt: 271.63
13318 at: 217.35  st: 256.20  vt: 18.54  dt: 274.74
13326 at: 221.86  st: 271.63  vt: 3.91  dt: 275.53
13327 at: 225.73  st: 274.74  vt: 1.78  dt: 276.51
13324 at: 221.21  st: 268.33  vt: 8.34  dt: 276.67
13328 at: 225.84  st: 275.53  vt: 1.93  dt: 277.47
13329 at: 227.45  st: 276.51  vt: 1.14  dt: 277.65
13325 at: 221.41  st: 270.05  vt: 8.39  dt: 278.44
13333 at: 230.36  st: 278.44  vt: 2.52  dt: 280.95
13334 at: 230.70  st: 280.95  vt: 9.78  dt: 290.73
13322 at: 220.05  st: 265.91  vt: 29.08  dt: 294.98
13331 at: 230.11  st: 277.47  vt: 18.59  dt: 296.06
13337 at: 236.95  st: 296.06  vt: 2.94  dt: 299.00
13336 at: 232.94  st: 294.98  vt: 4.66  dt: 299.64
13332 at: 230.24  st: 277.65  vt: 23.97  dt: 301.62
13339 at: 242.86  st: 299.64  vt: 3.01  dt: 302.65
13340 at: 242.99  st: 301.62  vt: 1.40  dt: 303.02
13317 at: 215.15  st: 253.82  vt: 51.49  dt: 305.31
13342 at: 243.94  st: 303.02  vt: 2.88  dt: 305.89
13344 at: 244.91  st: 305.89  vt: 1.10  dt: 307.00
13330 at: 230.05  st: 276.67  vt: 34.31  dt: 310.98
13335 at: 231.63  st: 290.73  vt: 21.96  dt: 312.69
13347 at: 246.67  st: 312.69  vt: 6.65  dt: 319.34
13346 at: 246.39  st: 310.98  vt: 11.11  dt: 322.09
13348 at: 248.61  st: 319.34  vt: 4.30  dt: 323.64
13345 at: 244.97  st: 307.00  vt: 17.27  dt: 324.27
13343 at: 243.96  st: 305.31  vt: 19.32  dt: 324.63
13352 at: 251.59  st: 324.63  vt: 1.39  dt: 326.02
13338 at: 242.59  st: 299.00  vt: 29.21  dt: 328.21
13349 at: 249.96  st: 322.09  vt: 7.12  dt: 329.21
13355 at: 255.45  st: 329.21  vt: 2.41  dt: 331.62
13350 at: 251.10  st: 323.64  vt: 8.63  dt: 332.27
13354 at: 253.26  st: 328.21  vt: 6.28  dt: 334.49
13353 at: 251.98  st: 326.02  vt: 13.94  dt: 339.95
13341 at: 243.15  st: 302.65  vt: 38.04  dt: 340.68
13358 at: 258.69  st: 334.49  vt: 8.05  dt: 342.54
13361 at: 264.69  st: 342.54  vt: 0.87  dt: 343.41
13357 at: 257.33  st: 332.27  vt: 11.54  dt: 343.81
13362 at: 265.09  st: 343.41  vt: 0.90  dt: 344.31
13356 at: 257.24  st: 331.62  vt: 15.59  dt: 347.21
13360 at: 259.19  st: 340.68  vt: 7.76  dt: 348.44
13351 at: 251.32  st: 324.27  vt: 24.64  dt: 348.91
13363 at: 265.27  st: 343.81  vt: 5.66  dt: 349.47
13366 at: 266.04  st: 348.44  vt: 2.17  dt: 350.61
13368 at: 267.96  st: 349.47  vt: 5.77  dt: 355.23
13364 at: 265.49  st: 344.31  vt: 12.30  dt: 356.61
13371 at: 269.74  st: 356.61  vt: 3.18  dt: 359.79
13370 at: 269.25  st: 355.23  vt: 8.10  dt: 363.33
13373 at: 272.19  st: 363.33  vt: 0.44  dt: 363.77
13367 at: 266.06  st: 348.91  vt: 15.87  dt: 364.78
13374 at: 276.34  st: 363.77  vt: 2.67  dt: 366.44
13369 at: 268.79  st: 350.61  vt: 24.31  dt: 374.92
13372 at: 270.86  st: 359.79  vt: 16.46  dt: 376.25
13365 at: 265.87  st: 347.21  vt: 32.84  dt: 380.05
13379 at: 282.24  st: 380.05  vt: 1.81  dt: 381.87
13376 at: 279.16  st: 366.44  vt: 16.94  dt: 383.38
13380 at: 282.36  st: 381.87  vt: 2.22  dt: 384.08
13375 at: 277.25  st: 364.78  vt: 24.67  dt: 389.44
13382 at: 284.73  st: 384.08  vt: 5.58  dt: 389.66
13378 at: 280.74  st: 376.25  vt: 14.71  dt: 390.96
13384 at: 285.33  st: 389.66  vt: 3.25  dt: 392.92
13377 at: 280.00  st: 374.92  vt: 20.92  dt: 395.84
13381 at: 284.32  st: 383.38  vt: 14.03  dt: 397.41
13359 at: 259.10  st: 339.95  vt: 58.67  dt: 398.62
13389 at: 300.62  st: 398.62  vt: 2.45  dt: 401.08
13385 at: 291.92  st: 390.96  vt: 12.53  dt: 403.49
13391 at: 305.09  st: 403.49  vt: 0.47  dt: 403.97
13387 at: 295.84  st: 395.84  vt: 9.34  dt: 405.18
13390 at: 301.89  st: 401.08  vt: 4.39  dt: 405.46
13386 at: 294.55  st: 392.92  vt: 15.21  dt: 408.13
13383 at: 284.80  st: 389.44  vt: 19.64  dt: 409.09
13396 at: 316.53  st: 409.09  vt: 0.81  dt: 409.90
13393 at: 311.60  st: 405.18  vt: 5.67  dt: 410.85
13388 at: 297.22  st: 397.41  vt: 14.21  dt: 411.62
13398 at: 318.10  st: 410.85  vt: 2.25  dt: 413.10
13400 at: 320.05  st: 413.10  vt: 2.29  dt: 415.39
13392 at: 306.30  st: 403.97  vt: 11.65  dt: 415.61
13397 at: 317.55  st: 409.90  vt: 7.09  dt: 416.99
13399 at: 319.73  st: 411.62  vt: 9.32  dt: 420.94
13404 at: 328.44  st: 420.94  vt: 0.76  dt: 421.70
13402 at: 325.10  st: 415.61  vt: 12.72  dt: 428.33
13394 at: 311.60  st: 405.46  vt: 23.73  dt: 429.19
13405 at: 328.83  st: 421.70  vt: 9.33  dt: 431.03
13407 at: 335.37  st: 429.19  vt: 3.02  dt: 432.21
13408 at: 335.54  st: 431.03  vt: 1.87  dt: 432.90
13401 at: 324.82  st: 415.39  vt: 18.53  dt: 433.92
13410 at: 339.96  st: 432.90  vt: 1.90  dt: 434.81
13403 at: 326.47  st: 416.99  vt: 22.25  dt: 439.25
13413 at: 341.17  st: 439.25  vt: 3.40  dt: 442.64
13412 at: 340.37  st: 434.81  vt: 11.08  dt: 445.89
13411 at: 340.22  st: 433.92  vt: 12.35  dt: 446.27
13395 at: 312.72  st: 408.13  vt: 39.50  dt: 447.63
13409 at: 339.90  st: 432.21  vt: 16.47  dt: 448.68
13418 at: 354.00  st: 448.68  vt: 0.40  dt: 449.08
13414 at: 343.72  st: 442.64  vt: 8.13  dt: 450.78
13420 at: 361.17  st: 450.78  vt: 4.81  dt: 455.58
13419 at: 358.87  st: 449.08  vt: 9.35  dt: 458.43
13421 at: 361.34  st: 455.58  vt: 3.84  dt: 459.42
13406 at: 335.29  st: 428.33  vt: 34.57  dt: 462.90
13424 at: 364.55  st: 462.90  vt: 0.90  dt: 463.80
13416 at: 351.83  st: 446.27  vt: 20.18  dt: 466.45
13423 at: 363.38  st: 459.42  vt: 14.31  dt: 473.73
13415 at: 345.84  st: 445.89  vt: 28.92  dt: 474.81
13422 at: 362.92  st: 458.43  vt: 17.59  dt: 476.02
13426 at: 366.47  st: 466.45  vt: 11.35  dt: 477.79
13417 at: 353.83  st: 447.63  vt: 30.36  dt: 477.99
13429 at: 373.53  st: 476.02  vt: 2.10  dt: 478.12
13431 at: 379.04  st: 477.99  vt: 0.46  dt: 478.45
13427 at: 369.01  st: 473.73  vt: 5.70  dt: 479.43
13434 at: 385.00  st: 479.43  vt: 0.40  dt: 479.83
13425 at: 365.77  st: 463.80  vt: 17.99  dt: 481.79
13428 at: 370.18  st: 474.81  vt: 9.01  dt: 483.82
13435 at: 385.52  st: 479.83  vt: 4.35  dt: 484.18
13437 at: 389.41  st: 483.82  vt: 2.32  dt: 486.14
13430 at: 378.55  st: 477.79  vt: 10.64  dt: 488.43
13432 at: 379.52  st: 478.12  vt: 11.21  dt: 489.33
13440 at: 391.91  st: 488.43  vt: 1.73  dt: 490.16
13439 at: 391.67  st: 486.14  vt: 5.22  dt: 491.36
13438 at: 391.50  st: 484.18  vt: 8.06  dt: 492.25
13433 at: 380.77  st: 478.45  vt: 14.67  dt: 493.11
13444 at: 400.28  st: 492.25  vt: 1.04  dt: 493.29
13443 at: 397.38  st: 491.36  vt: 2.99  dt: 494.35
13436 at: 387.02  st: 481.79  vt: 13.85  dt: 495.64
13447 at: 408.34  st: 494.35  vt: 2.46  dt: 496.81
13449 at: 411.40  st: 496.81  vt: 1.05  dt: 497.86
13442 at: 395.73  st: 490.16  vt: 14.00  dt: 504.16
13448 at: 408.42  st: 495.64  vt: 12.29  dt: 507.94
13441 at: 391.96  st: 489.33  vt: 19.94  dt: 509.26
13451 at: 415.38  st: 504.16  vt: 5.57  dt: 509.74
13453 at: 418.46  st: 509.26  vt: 0.61  dt: 509.87
13446 at: 407.65  st: 493.29  vt: 20.78  dt: 514.06
13450 at: 412.55  st: 497.86  vt: 16.59  dt: 514.45
13456 at: 422.57  st: 514.06  vt: 1.00  dt: 515.07
13455 at: 422.37  st: 509.87  vt: 10.41  dt: 520.28
13445 at: 406.34  st: 493.11  vt: 30.38  dt: 523.50
13458 at: 423.51  st: 515.07  vt: 9.90  dt: 524.96
13459 at: 424.01  st: 520.28  vt: 4.97  dt: 525.25
13460 at: 426.31  st: 523.50  vt: 2.00  dt: 525.50
13452 at: 418.43  st: 507.94  vt: 17.69  dt: 525.62
13464 at: 430.15  st: 525.62  vt: 0.38  dt: 526.01
13461 at: 427.27  st: 524.96  vt: 2.92  dt: 527.88
13465 at: 435.44  st: 526.01  vt: 2.28  dt: 528.29
13463 at: 429.97  st: 525.50  vt: 3.41  dt: 528.92
13467 at: 436.24  st: 528.29  vt: 6.09  dt: 534.38
13457 at: 423.22  st: 514.45  vt: 28.38  dt: 542.83
13468 at: 436.52  st: 528.92  vt: 20.65  dt: 549.57
13469 at: 438.84  st: 534.38  vt: 16.32  dt: 550.70
13462 at: 429.18  st: 525.25  vt: 25.52  dt: 550.77
13471 at: 443.98  st: 549.57  vt: 8.33  dt: 557.90
13454 at: 420.68  st: 509.74  vt: 55.48  dt: 565.22
13475 at: 454.00  st: 565.22  vt: 4.50  dt: 569.72
13473 at: 448.89  st: 550.77  vt: 24.56  dt: 575.34
13477 at: 458.90  st: 575.34  vt: 0.12  dt: 575.46
13470 at: 443.20  st: 542.83  vt: 35.25  dt: 578.07
13466 at: 436.00  st: 527.88  vt: 53.07  dt: 580.95
13480 at: 459.80  st: 580.95  vt: 1.23  dt: 582.18
13481 at: 461.37  st: 582.18  vt: 1.83  dt: 584.01
13474 at: 451.40  st: 557.90  vt: 27.65  dt: 585.55
13483 at: 463.94  st: 585.55  vt: 0.01  dt: 585.57
13476 at: 456.58  st: 569.72  vt: 16.92  dt: 586.64
13479 at: 459.48  st: 578.07  vt: 9.97  dt: 588.05
13485 at: 465.23  st: 586.64  vt: 2.08  dt: 588.72
13486 at: 466.89  st: 588.05  vt: 1.40  dt: 589.44
13487 at: 472.28  st: 588.72  vt: 1.86  dt: 590.58
13478 at: 459.18  st: 575.46  vt: 16.68  dt: 592.14
13490 at: 475.91  st: 592.14  vt: 1.22  dt: 593.36
13491 at: 479.43  st: 593.36  vt: 0.11  dt: 593.47
13488 at: 473.85  st: 589.44  vt: 7.70  dt: 597.14
13484 at: 464.46  st: 585.57  vt: 12.44  dt: 598.01
13492 at: 483.61  st: 593.47  vt: 5.64  dt: 599.10
13489 at: 474.66  st: 590.58  vt: 9.18  dt: 599.75
13494 at: 487.33  st: 598.01  vt: 5.62  dt: 603.62
13496 at: 490.88  st: 599.75  vt: 6.02  dt: 605.78
13497 at: 491.44  st: 603.62  vt: 2.62  dt: 606.25
13472 at: 444.75  st: 550.70  vt: 55.78  dt: 606.48
13495 at: 487.88  st: 599.10  vt: 9.76  dt: 608.86
13493 at: 484.19  st: 597.14  vt: 12.98  dt: 610.12
13500 at: 493.83  st: 606.48  vt: 3.79  dt: 610.27
13499 at: 493.22  st: 606.25  vt: 4.35  dt: 610.60
13502 at: 497.72  st: 610.12  vt: 1.77  dt: 611.90
