1 at: 4.98  st: 4.98  vt: 2.96  dt: 7.93
30369 at: 493.44  st: 514.75  vt: 13.48  dt: 528.22
30371 at: 498.98  st: 519.53  vt: 10.64  dt: 530.17
30378 at: 505.35  st: 528.22  vt: 2.46  dt: 530.68
30379 at: 508.41  st: 530.17  vt: 1.39  dt: 531.56
30373 at: 499.75  st: 524.72  vt: 7.28  dt: 532.00
30376 at: 504.33  st: 526.35  vt: 9.39  dt: 535.74
30377 at: 505.29  st: 527.50  vt: 8.94  dt: 536.44
30383 at: 511.78  st: 535.74  vt: 2.22  dt: 537.96
30381 at: 510.81  st: 531.56  vt: 6.92  dt: 538.48
30385 at: 513.80  st: 537.96  vt: 3.48  dt: 541.44
30384 at: 513.02  st: 536.44  vt: 6.34  dt: 542.79
30388 at: 526.34  st: 542.79  vt: 3.74  dt: 546.53
30389 at: 529.52  st: 546.53  vt: 1.49  dt: 548.02
30380 at: 509.92  st: 530.68  vt: 18.84  dt: 549.52
30386 at: 514.81  st: 538.48  vt: 11.37  dt: 549.84
30392 at: 534.56  st: 549.84  vt: 1.63  dt: 551.47
30387 at: 517.85  st: 541.44  vt: 11.93  dt: 553.37
30390 at: 530.63  st: 548.02  vt: 5.80  dt: 553.82
30395 at: 538.49  st: 553.82  vt: 0.19  dt: 554.01
30393 at: 538.08  st: 551.47  vt: 5.27  dt: 556.74
30394 at: 538.37  st: 553.37  vt: 7.30  dt: 560.68
30382 at: 511.00  st: 532.00  vt: 31.59  dt: 563.59
30399 at: 556.29  st: 563.59  vt: 0.80  dt: 564.39
30398 at: 551.07  st: 560.68  vt: 7.76  dt: 568.43
30391 at: 532.96  st: 549.52  vt: 19.07  dt: 568.60
30401 at: 556.48  st: 568.43  vt: 1.17  dt: 569.61
30400 at: 556.46  st: 564.39  vt: 6.64  dt: 571.04
30404 at: 563.06  st: 571.04  vt: 2.83  dt: 573.86
30397 at: 545.89  st: 556.74  vt: 17.52  dt: 574.26
30375 at: 504.29  st: 525.77  vt: 49.38  dt: 575.15
30406 at: 564.45  st: 574.26  vt: 4.45  dt: 578.71
30403 at: 562.19  st: 569.61  vt: 9.90  dt: 579.51
30402 at: 558.82  st: 568.60  vt: 15.07  dt: 583.67
30410 at: 575.55  st: 583.67  vt: 1.90  dt: 585.57
30411 at: 577.20  st: 585.57  vt: 0.14  dt: 585.71
30409 at: 575.22  st: 579.51  vt: 7.57  dt: 587.09
30396 at: 541.38  st: 554.01  vt: 33.31  dt: 587.32
30412 at: 578.89  st: 585.71  vt: 3.25  dt: 588.96
30414 at: 583.43  st: 587.32  vt: 3.60  dt: 590.92
30405 at: 563.38  st: 573.86  vt: 19.69  dt: 593.56
30417 at: 589.85  st: 593.56  vt: 1.07  dt: 594.63
30416 at: 589.50  st: 590.92  vt: 7.03  dt: 597.95
30413 at: 580.21  st: 587.09  vt: 12.37  dt: 599.46
30419 at: 592.95  st: 597.95  vt: 3.08  dt: 601.03
30421 at: 594.38  st: 601.03  vt: 0.10  dt: 601.13
30415 at: 583.81  st: 588.96  vt: 13.25  dt: 602.21
30407 at: 565.58  st: 575.15  vt: 28.18  dt: 603.33
30424 at: 602.40  st: 603.33  vt: 2.10  dt: 605.43
30420 at: 593.17  st: 599.46  vt: 6.44  dt: 605.90
30423 at: 600.51  st: 602.21  vt: 3.86  dt: 606.07
30425 at: 602.44  st: 605.43  vt: 5.97  dt: 611.40
30428 at: 607.72  st: 611.40  vt: 3.84  dt: 615.24
30408 at: 575.08  st: 578.71  vt: 39.18  dt: 617.88
30429 at: 614.96  st: 615.24  vt: 6.40  dt: 621.65
30418 at: 591.62  st: 594.63  vt: 28.17  dt: 622.79
30422 at: 596.15  st: 601.13  vt: 24.35  dt: 625.48
30431 at: 616.99  st: 621.65  vt: 4.19  dt: 625.84
30434 at: 620.15  st: 625.84  vt: 0.79  dt: 626.63
30430 at: 616.13  st: 617.88  vt: 10.15  dt: 628.03
30435 at: 622.36  st: 626.63  vt: 2.37  dt: 629.00
30426 at: 603.09  st: 605.90  vt: 23.60  dt: 629.50
30433 at: 619.62  st: 625.48  vt: 7.26  dt: 632.74
30432 at: 619.44  st: 622.79  vt: 11.57  dt: 634.36
30437 at: 625.51  st: 629.00  vt: 5.85  dt: 634.84
30441 at: 627.16  st: 634.84  vt: 4.33  dt: 639.17
30442 at: 628.22  st: 639.17  vt: 5.52  dt: 644.69
30443 at: 628.28  st: 644.69  vt: 0.93  dt: 645.62
30439 at: 626.51  st: 632.74  vt: 13.68  dt: 646.43
30444 at: 631.70  st: 645.62  vt: 1.01  dt: 646.63
30445 at: 632.66  st: 646.43  vt: 0.83  dt: 647.25
30447 at: 635.42  st: 647.25  vt: 4.72  dt: 651.97
30448 at: 635.68  st: 651.97  vt: 1.01  dt: 652.98
30440 at: 626.88  st: 634.36  vt: 19.10  dt: 653.46
30449 at: 636.41  st: 652.98  vt: 3.21  dt: 656.18
30446 at: 633.26  st: 646.63  vt: 11.67  dt: 658.30
30427 at: 604.56  st: 606.07  vt: 53.31  dt: 659.38
30451 at: 637.68  st: 656.18  vt: 3.93  dt: 660.12
30452 at: 639.94  st: 658.30  vt: 3.36  dt: 661.66
30453 at: 642.01  st: 659.38  vt: 2.89  dt: 662.27
30438 at: 626.46  st: 629.50  vt: 38.97  dt: 668.47
30457 at: 647.42  st: 668.47  vt: 1.64  dt: 670.11
30436 at: 623.99  st: 628.03  vt: 43.90  dt: 671.93
30455 at: 642.84  st: 661.66  vt: 11.34  dt: 673.00
30454 at: 642.81  st: 660.12  vt: 14.44  dt: 674.55
30458 at: 648.31  st: 670.11  vt: 8.08  dt: 678.19
30462 at: 651.13  st: 678.19  vt: 9.53  dt: 687.72
30463 at: 652.77  st: 687.72  vt: 0.18  dt: 687.90
30464 at: 655.14  st: 687.90  vt: 5.78  dt: 693.68
30465 at: 659.85  st: 693.68  vt: 1.40  dt: 695.08
30461 at: 651.01  st: 674.55  vt: 20.76  dt: 695.31
30460 at: 649.94  st: 673.00  vt: 22.64  dt: 695.63
30450 at: 636.99  st: 653.46  vt: 42.27  dt: 695.73
30469 at: 663.36  st: 695.73  vt: 1.88  dt: 697.61
30459 at: 648.42  st: 671.93  vt: 26.55  dt: 698.48
30456 at: 644.30  st: 662.27  vt: 37.28  dt: 699.55
30468 at: 662.30  st: 695.63  vt: 4.81  dt: 700.44
30471 at: 665.75  st: 698.48  vt: 2.71  dt: 701.20
30470 at: 664.62  st: 697.61  vt: 4.21  dt: 701.82
30467 at: 662.24  st: 695.31  vt: 6.78  dt: 702.09
30474 at: 675.84  st: 701.20  vt: 2.15  dt: 703.35
30475 at: 675.94  st: 701.82  vt: 2.80  dt: 704.62
30466 at: 661.59  st: 695.08  vt: 10.32  dt: 705.39
30472 at: 667.93  st: 699.55  vt: 6.46  dt: 706.01
30476 at: 676.54  st: 702.09  vt: 4.87  dt: 706.96
30479 at: 680.36  st: 705.39  vt: 2.34  dt: 707.73
30477 at: 678.65  st: 703.35  vt: 5.48  dt: 708.83
30480 at: 687.13  st: 706.01  vt: 3.44  dt: 709.45
30478 at: 679.66  st: 704.62  vt: 5.43  dt: 710.05
30484 at: 688.60  st: 709.45  vt: 0.73  dt: 710.18
30482 at: 687.81  st: 707.73  vt: 4.99  dt: 712.72
30473 at: 675.41  st: 700.44  vt: 13.38  dt: 713.83
30487 at: 692.94  st: 712.72  vt: 4.93  dt: 717.65
30486 at: 688.73  st: 710.18  vt: 9.76  dt: 719.94
30483 at: 688.51  st: 708.83  vt: 12.28  dt: 721.11
30481 at: 687.77  st: 706.96  vt: 17.12  dt: 724.08
30485 at: 688.68  st: 710.05  vt: 16.27  dt: 726.32
30491 at: 698.34  st: 721.11  vt: 6.23  dt: 727.34
30493 at: 700.70  st: 726.32  vt: 1.17  dt: 727.49
30490 at: 697.39  st: 719.94  vt: 7.61  dt: 727.55
30489 at: 696.74  st: 717.65  vt: 11.76  dt: 729.41
30494 at: 700.94  st: 727.34  vt: 4.13  dt: 731.47
30495 at: 702.40  st: 727.49  vt: 4.14  dt: 731.63
30499 at: 706.28  st: 731.63  vt: 0.10  dt: 731.73
30496 at: 703.82  st: 727.55  vt: 4.50  dt: 732.05
30497 at: 705.10  st: 729.41  vt: 2.73  dt: 732.14
30502 at: 712.54  st: 732.14  vt: 5.13  dt: 737.27
30500 at: 707.52  st: 731.73  vt: 5.73  dt: 737.46
30501 at: 709.10  st: 732.05  vt: 11.23  dt: 743.28
30504 at: 714.69  st: 737.46  vt: 15.53  dt: 752.99
30492 at: 699.02  st: 724.08  vt: 32.27  dt: 756.35
30488 at: 694.63  st: 713.83  vt: 44.86  dt: 758.69
30506 at: 717.18  st: 752.99  vt: 7.06  dt: 760.05
30507 at: 718.14  st: 756.35  vt: 4.13  dt: 760.48
30509 at: 722.62  st: 760.05  vt: 2.04  dt: 762.09
30508 at: 721.06  st: 758.69  vt: 3.83  dt: 762.52
30510 at: 725.20  st: 760.48  vt: 4.33  dt: 764.81
30511 at: 726.41  st: 762.09  vt: 7.28  dt: 769.37
30514 at: 729.42  st: 769.37  vt: 2.24  dt: 771.61
30515 at: 729.77  st: 771.61  vt: 6.00  dt: 777.61
30516 at: 730.49  st: 777.61  vt: 0.40  dt: 778.01
30512 at: 726.81  st: 762.52  vt: 15.65  dt: 778.17
30503 at: 712.84  st: 737.27  vt: 41.56  dt: 778.83
30517 at: 734.68  st: 778.01  vt: 1.62  dt: 779.63
30520 at: 739.93  st: 779.63  vt: 2.97  dt: 782.60
30521 at: 739.94  st: 782.60  vt: 0.90  dt: 783.50
30519 at: 735.81  st: 778.83  vt: 5.11  dt: 783.94
30522 at: 743.95  st: 783.50  vt: 3.95  dt: 787.45
30513 at: 727.15  st: 764.81  vt: 23.76  dt: 788.58
30523 at: 744.25  st: 783.94  vt: 5.00  dt: 788.94
30505 at: 716.11  st: 743.28  vt: 47.28  dt: 790.56
30527 at: 745.79  st: 790.56  vt: 0.15  dt: 790.71
30528 at: 748.25  st: 790.71  vt: 1.38  dt: 792.09
30524 at: 744.71  st: 787.45  vt: 5.77  dt: 793.21
30530 at: 749.82  st: 793.21  vt: 0.38  dt: 793.60
30526 at: 745.42  st: 788.94  vt: 5.00  dt: 793.94
30518 at: 735.51  st: 778.17  vt: 17.22  dt: 795.39
30533 at: 753.74  st: 795.39  vt: 1.39  dt: 796.78
30498 at: 705.10  st: 731.47  vt: 67.97  dt: 799.44
30525 at: 745.27  st: 788.58  vt: 11.35  dt: 799.93
30536 at: 760.88  st: 799.93  vt: 0.54  dt: 800.47
30532 at: 750.84  st: 793.94  vt: 6.75  dt: 800.69
30535 at: 755.38  st: 799.44  vt: 2.77  dt: 802.21
30538 at: 764.86  st: 800.69  vt: 3.87  dt: 804.56
30534 at: 753.74  st: 796.78  vt: 12.60  dt: 809.37
30537 at: 761.03  st: 800.47  vt: 10.90  dt: 811.37
30531 at: 750.15  st: 793.60  vt: 21.02  dt: 814.61
30529 at: 749.46  st: 792.09  vt: 28.50  dt: 820.59
30540 at: 769.25  st: 804.56  vt: 16.61  dt: 821.17
30539 at: 768.02  st: 802.21  vt: 19.18  dt: 821.39
30541 at: 773.23  st: 809.37  vt: 14.04  dt: 823.41
30543 at: 775.27  st: 814.61  vt: 10.99  dt: 825.60
30544 at: 775.75  st: 820.59  vt: 7.87  dt: 828.45
30542 at: 773.56  st: 811.37  vt: 17.67  dt: 829.04
30545 at: 779.15  st: 821.17  vt: 23.99  dt: 845.16
30547 at: 2.48  st: 2.48  vt: 0.21  dt: 2.69
30548 at: 2.98  st: 2.98  vt: 0.78  dt: 3.77
30551 at: 8.47  st: 8.47  vt: 0.24  dt: 8.71
30546 at: 0.82  st: 0.82  vt: 9.61  dt: 10.43
30549 at: 5.86  st: 5.86  vt: 6.46  dt: 12.32
30550 at: 6.25  st: 6.25  vt: 9.58  dt: 15.84
30552 at: 12.76  st: 12.76  vt: 9.99  dt: 22.75
30553 at: 16.94  st: 16.94  vt: 6.84  dt: 23.78
30555 at: 23.70  st: 23.70  vt: 0.99  dt: 24.68
30554 at: 19.04  st: 19.04  vt: 5.65  dt: 24.69
30558 at: 27.75  st: 27.75  vt: 6.01  dt: 33.75
30562 at: 34.71  st: 34.71  vt: 0.02  dt: 34.73
30556 at: 24.63  st: 24.63  vt: 10.86  dt: 35.49
30560 at: 31.96  st: 31.96  vt: 7.81  dt: 39.77
30564 at: 36.96  st: 36.96  vt: 6.50  dt: 43.45
30566 at: 37.55  st: 43.45  vt: 0.91  dt: 44.37
30559 at: 31.19  st: 31.19  vt: 13.21  dt: 44.40
30557 at: 25.01  st: 25.01  vt: 21.18  dt: 46.19
30565 at: 36.98  st: 39.77  vt: 6.47  dt: 46.24
30569 at: 40.45  st: 46.19  vt: 0.79  dt: 46.98
30570 at: 40.89  st: 46.24  vt: 3.46  dt: 49.70
30561 at: 33.17  st: 33.17  vt: 18.40  dt: 51.57
30573 at: 45.61  st: 51.57  vt: 0.29  dt: 51.85
30572 at: 41.53  st: 49.70  vt: 4.34  dt: 54.04
30567 at: 37.71  st: 44.37  vt: 10.66  dt: 55.03
30568 at: 38.42  st: 44.40  vt: 11.13  dt: 55.53
30576 at: 53.38  st: 55.03  vt: 1.35  dt: 56.37
30563 at: 36.32  st: 36.32  vt: 21.29  dt: 57.61
30575 at: 52.14  st: 54.04  vt: 4.93  dt: 58.97
30577 at: 54.00  st: 55.53  vt: 5.16  dt: 60.68
30578 at: 54.14  st: 56.37  vt: 9.59  dt: 65.96
30582 at: 65.58  st: 65.96  vt: 1.30  dt: 67.27
30581 at: 64.79  st: 64.79  vt: 5.71  dt: 70.50
30571 at: 40.94  st: 46.98  vt: 24.87  dt: 71.86
30579 at: 58.61  st: 58.61  vt: 13.41  dt: 72.03
30574 at: 47.96  st: 51.85  vt: 21.04  dt: 72.89
30580 at: 59.99  st: 59.99  vt: 16.50  dt: 76.49
30586 at: 73.66  st: 73.66  vt: 4.59  dt: 78.25
30585 at: 72.28  st: 72.28  vt: 6.20  dt: 78.47
30587 at: 74.99  st: 74.99  vt: 7.34  dt: 82.33
30590 at: 81.14  st: 81.14  vt: 2.32  dt: 83.46
30592 at: 82.91  st: 83.46  vt: 0.10  dt: 83.56
30588 at: 78.80  st: 78.80  vt: 4.82  dt: 83.63
30584 at: 68.58  st: 70.50  vt: 13.19  dt: 83.69
30593 at: 83.04  st: 83.56  vt: 1.68  dt: 85.25
30595 at: 84.82  st: 84.82  vt: 0.50  dt: 85.32
30594 at: 84.25  st: 84.25  vt: 2.79  dt: 87.04
30591 at: 82.82  st: 82.82  vt: 4.28  dt: 87.10
30589 at: 79.86  st: 79.86  vt: 9.65  dt: 89.51
30596 at: 86.55  st: 86.55  vt: 8.42  dt: 94.97
30597 at: 86.79  st: 86.79  vt: 9.58  dt: 96.37
30600 at: 93.85  st: 93.85  vt: 3.74  dt: 97.58
30598 at: 87.51  st: 87.51  vt: 10.57  dt: 98.08
30599 at: 89.63  st: 89.63  vt: 14.93  dt: 104.56
30605 at: 99.46  st: 104.56  vt: 0.99  dt: 105.55
30603 at: 98.00  st: 98.00  vt: 7.55  dt: 105.55
30607 at: 99.88  st: 105.55  vt: 0.62  dt: 106.17
30602 at: 95.93  st: 96.37  vt: 12.34  dt: 108.71
30583 at: 67.43  st: 67.43  vt: 44.88  dt: 112.31
30608 at: 100.51  st: 106.17  vt: 7.91  dt: 114.08
30604 at: 99.26  st: 99.26  vt: 15.41  dt: 114.67
30612 at: 105.77  st: 114.67  vt: 4.89  dt: 119.56
30610 at: 101.67  st: 112.31  vt: 8.17  dt: 120.48
30606 at: 99.67  st: 105.55  vt: 14.94  dt: 120.49
30613 at: 106.41  st: 119.56  vt: 2.11  dt: 121.67
30601 at: 95.44  st: 95.44  vt: 29.93  dt: 125.37
30617 at: 110.79  st: 125.37  vt: 0.54  dt: 125.91
30618 at: 112.13  st: 125.91  vt: 3.68  dt: 129.59
30611 at: 101.70  st: 114.08  vt: 16.64  dt: 130.72
30615 at: 107.53  st: 120.49  vt: 10.85  dt: 131.34
30619 at: 112.17  st: 129.59  vt: 2.76  dt: 132.35
30609 at: 101.05  st: 108.71  vt: 28.78  dt: 137.49
30623 at: 125.34  st: 137.49  vt: 1.13  dt: 138.62
30620 at: 113.39  st: 130.72  vt: 10.12  dt: 140.84
30616 at: 110.79  st: 121.67  vt: 21.35  dt: 143.02
30625 at: 133.61  st: 140.84  vt: 8.88  dt: 149.72
30614 at: 106.48  st: 120.48  vt: 29.37  dt: 149.85
30621 at: 114.74  st: 131.34  vt: 18.79  dt: 150.13
30624 at: 131.25  st: 138.62  vt: 15.05  dt: 153.67
30627 at: 137.81  st: 149.72  vt: 4.57  dt: 154.29
30628 at: 138.15  st: 149.85  vt: 7.26  dt: 157.11
30630 at: 139.59  st: 153.67  vt: 3.61  dt: 157.28
30633 at: 143.26  st: 157.28  vt: 1.28  dt: 158.55
30631 at: 141.45  st: 154.29  vt: 4.87  dt: 159.16
30629 at: 139.27  st: 150.13  vt: 12.86  dt: 162.99
30626 at: 134.30  st: 143.02  vt: 20.76  dt: 163.78
30632 at: 142.14  st: 157.11  vt: 7.05  dt: 164.17
30634 at: 145.28  st: 158.55  vt: 8.71  dt: 167.26
30636 at: 149.01  st: 162.99  vt: 4.50  dt: 167.49
30635 at: 146.07  st: 159.16  vt: 8.80  dt: 167.96
30639 at: 152.56  st: 167.26  vt: 2.90  dt: 170.16
30640 at: 153.12  st: 167.49  vt: 3.28  dt: 170.76
30622 at: 124.09  st: 132.35  vt: 40.22  dt: 172.57
30637 at: 151.06  st: 163.78  vt: 9.37  dt: 173.15
30643 at: 157.36  st: 170.76  vt: 3.50  dt: 174.26
30642 at: 154.84  st: 170.16  vt: 4.58  dt: 174.74
30646 at: 167.58  st: 174.26  vt: 1.54  dt: 175.80
30638 at: 151.50  st: 164.17  vt: 16.14  dt: 180.31
30649 at: 169.67  st: 180.31  vt: 2.96  dt: 183.27
30650 at: 170.32  st: 183.27  vt: 6.51  dt: 189.78
30647 at: 168.79  st: 174.74  vt: 19.41  dt: 194.16
30644 at: 159.11  st: 172.57  vt: 25.49  dt: 198.06
30648 at: 169.01  st: 175.80  vt: 23.08  dt: 198.89
30645 at: 160.78  st: 173.15  vt: 27.70  dt: 200.85
30654 at: 174.64  st: 198.89  vt: 4.86  dt: 203.75
30651 at: 172.85  st: 189.78  vt: 18.55  dt: 208.32
30653 at: 174.17  st: 198.06  vt: 10.40  dt: 208.46
30641 at: 153.90  st: 167.96  vt: 44.11  dt: 212.06
30655 at: 174.79  st: 200.85  vt: 11.68  dt: 212.53
30658 at: 179.06  st: 208.46  vt: 7.26  dt: 215.72
30659 at: 180.23  st: 212.06  vt: 3.92  dt: 215.99
30660 at: 182.70  st: 212.53  vt: 5.08  dt: 217.61
30663 at: 186.36  st: 217.61  vt: 1.37  dt: 218.98
30652 at: 173.99  st: 194.16  vt: 28.67  dt: 222.82
30665 at: 189.83  st: 222.82  vt: 1.34  dt: 224.16
30656 at: 174.91  st: 203.75  vt: 28.10  dt: 231.85
30664 at: 189.76  st: 218.98  vt: 13.58  dt: 232.56
30668 at: 190.85  st: 232.56  vt: 0.52  dt: 233.08
30666 at: 190.04  st: 224.16  vt: 10.64  dt: 234.80
30661 at: 183.05  st: 215.72  vt: 25.54  dt: 241.26
30657 at: 178.01  st: 208.32  vt: 34.98  dt: 243.30
30671 at: 193.75  st: 241.26  vt: 4.57  dt: 245.83
30670 at: 193.16  st: 234.80  vt: 12.34  dt: 247.15
30672 at: 194.11  st: 243.30  vt: 7.26  dt: 250.56
30673 at: 196.45  st: 245.83  vt: 8.32  dt: 254.15
30676 at: 199.77  st: 254.15  vt: 1.79  dt: 255.94
30669 at: 191.50  st: 233.08  vt: 24.48  dt: 257.55
30677 at: 200.40  st: 255.94  vt: 5.07  dt: 261.01
30679 at: 202.63  st: 261.01  vt: 0.20  dt: 261.21
30667 at: 190.36  st: 231.85  vt: 29.37  dt: 261.23
30674 at: 196.83  st: 247.15  vt: 14.33  dt: 261.48
30678 at: 201.72  st: 257.55  vt: 3.98  dt: 261.54
30681 at: 207.50  st: 261.23  vt: 0.78  dt: 262.00
30662 at: 184.44  st: 215.99  vt: 46.71  dt: 262.70
30675 at: 197.26  st: 250.56  vt: 16.98  dt: 267.54
30685 at: 213.41  st: 262.70  vt: 5.14  dt: 267.84
30683 at: 210.43  st: 261.54  vt: 7.42  dt: 268.95
30680 at: 205.49  st: 261.21  vt: 8.01  dt: 269.23
30687 at: 214.13  st: 267.84  vt: 5.07  dt: 272.90
30684 at: 211.25  st: 262.00  vt: 11.25  dt: 273.25
30689 at: 218.03  st: 269.23  vt: 5.54  dt: 274.77
30686 at: 213.56  st: 267.54  vt: 8.68  dt: 276.23
30688 at: 217.79  st: 268.95  vt: 8.16  dt: 277.12
30692 at: 220.46  st: 274.77  vt: 3.67  dt: 278.44
30691 at: 219.65  st: 273.25  vt: 5.33  dt: 278.59
30694 at: 221.65  st: 277.12  vt: 2.27  dt: 279.38
30690 at: 219.58  st: 272.90  vt: 6.73  dt: 279.64
30695 at: 222.21  st: 278.44  vt: 1.73  dt: 280.17
30696 at: 222.25  st: 278.59  vt: 3.40  dt: 281.99
30682 at: 208.99  st: 261.48  vt: 22.71  dt: 284.19
30698 at: 228.36  st: 279.64  vt: 4.69  dt: 284.33
30702 at: 237.30  st: 284.33  vt: 3.79  dt: 288.12
30699 at: 230.84  st: 280.17  vt: 9.78  dt: 289.95
30693 at: 220.52  st: 276.23  vt: 15.39  dt: 291.61
30703 at: 238.69  st: 288.12  vt: 5.62  dt: 293.74
30701 at: 236.90  st: 284.19  vt: 9.79  dt: 293.97
30705 at: 239.06  st: 291.61  vt: 2.86  dt: 294.47
30708 at: 242.15  st: 294.47  vt: 0.52  dt: 294.99
30700 at: 233.87  st: 281.99  vt: 14.62  dt: 296.61
30710 at: 243.95  st: 296.61  vt: 0.02  dt: 296.63
30709 at: 242.65  st: 294.99  vt: 1.70  dt: 296.69
30707 at: 241.29  st: 293.97  vt: 3.22  dt: 297.19
30713 at: 250.66  st: 297.19  vt: 0.31  dt: 297.50
30697 at: 226.19  st: 279.38  vt: 18.37  dt: 297.75
30711 at: 247.51  st: 296.63  vt: 1.90  dt: 298.54
30704 at: 238.75  st: 289.95  vt: 14.64  dt: 304.58
30706 at: 239.14  st: 293.74  vt: 11.98  dt: 305.72
30718 at: 259.79  st: 305.72  vt: 1.03  dt: 306.74
30717 at: 259.37  st: 304.58  vt: 2.87  dt: 307.45
30712 at: 250.35  st: 296.69  vt: 14.47  dt: 311.16
30721 at: 264.19  st: 311.16  vt: 0.25  dt: 311.41
30722 at: 264.49  st: 311.41  vt: 1.10  dt: 312.51
30723 at: 265.04  st: 312.51  vt: 0.46  dt: 312.97
30719 at: 263.54  st: 306.74  vt: 7.93  dt: 314.67
30724 at: 265.16  st: 312.97  vt: 3.42  dt: 316.39
30720 at: 263.78  st: 307.45  vt: 13.52  dt: 320.97
30725 at: 268.55  st: 314.67  vt: 7.34  dt: 322.02
30716 at: 256.96  st: 298.54  vt: 26.08  dt: 324.62
30714 at: 251.23  st: 297.50  vt: 28.76  dt: 326.26
30729 at: 274.52  st: 324.62  vt: 2.98  dt: 327.60
30726 at: 269.35  st: 316.39  vt: 14.12  dt: 330.51
30727 at: 271.19  st: 320.97  vt: 14.69  dt: 335.67
30732 at: 275.53  st: 330.51  vt: 7.09  dt: 337.60
30731 at: 275.52  st: 327.60  vt: 21.33  dt: 348.93
30735 at: 281.29  st: 348.93  vt: 4.60  dt: 353.54
30736 at: 282.73  st: 353.54  vt: 0.74  dt: 354.28
30715 at: 254.60  st: 297.75  vt: 56.61  dt: 354.36
30738 at: 284.46  st: 354.36  vt: 1.22  dt: 355.58
30737 at: 282.90  st: 354.28  vt: 1.55  dt: 355.82
30728 at: 271.26  st: 322.02  vt: 33.94  dt: 355.95
30741 at: 287.94  st: 355.95  vt: 0.48  dt: 356.44
30739 at: 287.13  st: 355.58  vt: 1.75  dt: 357.33
30740 at: 287.45  st: 355.82  vt: 2.08  dt: 357.90
30744 at: 292.79  st: 357.90  vt: 0.37  dt: 358.28
30743 at: 291.22  st: 357.33  vt: 3.51  dt: 360.85
30730 at: 274.63  st: 326.26  vt: 35.86  dt: 362.12
30734 at: 277.70  st: 337.60  vt: 25.29  dt: 362.89
30746 at: 299.07  st: 360.85  vt: 4.36  dt: 365.20
30733 at: 276.52  st: 335.67  vt: 31.00  dt: 366.67
30742 at: 289.05  st: 356.44  vt: 14.06  dt: 370.50
30748 at: 300.81  st: 362.89  vt: 7.84  dt: 370.73
30752 at: 304.85  st: 370.73  vt: 1.68  dt: 372.41
30753 at: 306.24  st: 372.41  vt: 7.01  dt: 379.42
30751 at: 304.04  st: 370.50  vt: 14.36  dt: 384.86
30754 at: 310.59  st: 379.42  vt: 7.00  dt: 386.42
30747 at: 300.43  st: 362.12  vt: 25.42  dt: 387.54
30755 at: 310.72  st: 384.86  vt: 7.81  dt: 392.67
30758 at: 314.29  st: 392.67  vt: 3.75  dt: 396.42
30759 at: 314.64  st: 396.42  vt: 0.38  dt: 396.80
30745 at: 293.30  st: 358.28  vt: 39.33  dt: 397.60
30756 at: 310.80  st: 386.42  vt: 13.93  dt: 400.35
30760 at: 315.18  st: 396.80  vt: 3.71  dt: 400.51
30762 at: 317.95  st: 400.35  vt: 2.99  dt: 403.35
30750 at: 302.98  st: 366.67  vt: 40.98  dt: 407.65
30761 at: 316.63  st: 397.60  vt: 10.78  dt: 408.38
30765 at: 323.34  st: 407.65  vt: 1.92  dt: 409.57
30764 at: 320.13  st: 403.35  vt: 6.70  dt: 410.05
30768 at: 333.02  st: 410.05  vt: 0.27  dt: 410.32
30769 at: 333.77  st: 410.32  vt: 2.60  dt: 412.92
30766 at: 329.79  st: 408.38  vt: 4.65  dt: 413.03
30767 at: 329.83  st: 409.57  vt: 3.57  dt: 413.14
30772 at: 338.53  st: 413.14  vt: 0.32  dt: 413.46
30757 at: 314.12  st: 387.54  vt: 28.53  dt: 416.07
30770 at: 335.74  st: 412.92  vt: 4.83  dt: 417.75
30775 at: 341.98  st: 417.75  vt: 2.17  dt: 419.92
30773 at: 338.67  st: 413.46  vt: 6.85  dt: 420.31
30771 at: 337.41  st: 413.03  vt: 7.63  dt: 420.65
30763 at: 318.43  st: 400.51  vt: 23.95  dt: 424.46
30774 at: 339.37  st: 416.07  vt: 14.50  dt: 430.57
30780 at: 354.75  st: 430.57  vt: 0.21  dt: 430.78
30777 at: 344.13  st: 420.31  vt: 11.08  dt: 431.39
30776 at: 343.65  st: 419.92  vt: 14.43  dt: 434.35
30779 at: 351.53  st: 424.46  vt: 12.97  dt: 437.43
30784 at: 357.28  st: 437.43  vt: 1.78  dt: 439.21
30782 at: 356.94  st: 431.39  vt: 8.67  dt: 440.06
30749 at: 302.39  st: 365.20  vt: 76.51  dt: 441.71
30781 at: 355.02  st: 430.78  vt: 12.11  dt: 442.89
30787 at: 361.29  st: 441.71  vt: 1.42  dt: 443.13
30788 at: 365.66  st: 442.89  vt: 3.65  dt: 446.54
30783 at: 357.11  st: 434.35  vt: 14.31  dt: 448.66
30785 at: 359.74  st: 439.21  vt: 9.69  dt: 448.90
30791 at: 374.26  st: 448.66  vt: 1.21  dt: 449.87
30778 at: 347.00  st: 420.65  vt: 30.23  dt: 450.88
30790 at: 372.48  st: 446.54  vt: 7.55  dt: 454.09
30789 at: 366.12  st: 443.13  vt: 11.45  dt: 454.58
30794 at: 376.50  st: 450.88  vt: 3.78  dt: 454.66
30795 at: 376.83  st: 454.09  vt: 5.18  dt: 459.27
30797 at: 383.30  st: 454.66  vt: 6.06  dt: 460.73
30786 at: 360.73  st: 440.06  vt: 20.88  dt: 460.94
